customer_id,signup_date,plan_type,contract_type,monthly_fee,payment_method,region,is_active,cancel_date
804,2025-07-29,Standard,Monthly,19.99,credit_card,Europe,1,
805,2023-01-29,Basic,Monthly,9.99,credit_card,North America,1,
806,2024-11-07,Basic,Monthly,9.99,apple_pay,Europe,1,
807,2024-04-28,Standard,Annual,19.99,credit_card,North America,1,
808,2025-06-03,Basic,Monthly,9.99,bank_transfer,Asia,1,
809,2025-01-26,Basic,Annual,9.99,paypal,Europe,1,
810,2023-06-26,Basic,Annual,9.99,paypal,North America,0,2025-06-06
811,2023-10-14,Standard,Monthly,19.99,apple_pay,Asia,1,
812,2023-12-27,Premium,Annual,39.99,paypal,Europe,1,
813,2024-10-21,Basic,Monthly,9.99,apple_pay,South America,1,
814,2024-06-12,Standard,Annual,19.99,credit_card,North America,0,2025-12-30
815,2025-05-18,Standard,Monthly,19.99,credit_card,Asia,1,
816,2025-03-22,Standard,Annual,19.99,credit_card,North America,1,
817,2024-08-05,Basic,Monthly,9.99,apple_pay,Europe,1,
818,2024-09-26,Basic,Monthly,9.99,credit_card,North America,1,
819,2025-06-29,Standard,Monthly,19.99,credit_card,North America,1,
820,2024-04-08,Basic,Monthly,9.99,bank_transfer,North America,1,
821,2025-06-23,Basic,Annual,9.99,credit_card,North America,1,
822,2023-02-11,Basic,Monthly,9.99,bank_transfer,North America,1,
823,2025-10-07,Premium,Annual,39.99,apple_pay,Europe,1,
824,2024-10-27,Basic,Annual,9.99,credit_card,Asia,1,
825,2025-10-31,Basic,Monthly,9.99,bank_transfer,Asia,1,
826,2023-09-28,Premium,Monthly,39.99,paypal,Europe,0,2024-05-15
827,2024-03-16,Basic,Annual,9.99,paypal,North America,1,
828,2023-09-15,Basic,Monthly,9.99,credit_card,North America,0,2025-07-21
829,2024-10-12,Standard,Monthly,19.99,paypal,North America,0,2025-08-30
830,2025-07-24,Basic,Monthly,9.99,credit_card,North America,1,
831,2024-07-22,Basic,Monthly,9.99,credit_card,North America,1,
832,2024-06-01,Premium,Monthly,39.99,credit_card,Asia,1,
833,2024-12-13,Basic,Annual,9.99,credit_card,Oceania,1,
834,2024-07-06,Basic,Monthly,9.99,paypal,North America,1,
835,2024-01-23,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-07-07
836,2024-04-24,Basic,Monthly,9.99,apple_pay,North America,0,2025-04-17
837,2025-06-04,Basic,Monthly,9.99,credit_card,Europe,1,
838,2023-10-07,Basic,Monthly,9.99,apple_pay,Asia,1,
839,2024-11-11,Basic,Annual,9.99,bank_transfer,North America,1,
840,2024-08-08,Basic,Annual,9.99,paypal,Europe,1,
841,2024-02-19,Premium,Monthly,39.99,paypal,Europe,1,
842,2023-05-15,Basic,Monthly,9.99,paypal,Asia,1,
843,2024-12-23,Basic,Annual,9.99,credit_card,North America,1,
844,2024-03-22,Basic,Monthly,9.99,credit_card,North America,0,2025-11-03
845,2025-07-13,Standard,Annual,19.99,credit_card,North America,1,
846,2023-01-19,Standard,Monthly,19.99,credit_card,North America,1,
847,2023-03-02,Premium,Monthly,39.99,credit_card,Europe,1,
848,2024-02-05,Standard,Monthly,19.99,paypal,Europe,1,
849,2025-01-05,Standard,Monthly,19.99,paypal,North America,1,
850,2023-04-17,Standard,Monthly,19.99,paypal,Europe,1,
851,2023-05-14,Standard,Monthly,19.99,paypal,Europe,1,
852,2025-03-11,Standard,Monthly,19.99,credit_card,North America,1,
853,2025-08-09,Basic,Monthly,9.99,paypal,Asia,1,
854,2025-09-01,Basic,Monthly,9.99,credit_card,North America,1,
855,2025-06-25,Standard,Monthly,19.99,paypal,North America,1,
856,2023-07-30,Standard,Monthly,19.99,paypal,North America,1,
857,2024-10-16,Premium,Monthly,39.99,paypal,North America,1,
858,2025-01-06,Standard,Monthly,19.99,paypal,Europe,0,2025-06-22
859,2024-05-03,Basic,Monthly,9.99,credit_card,South America,1,
860,2025-03-10,Standard,Annual,19.99,credit_card,Europe,1,
861,2024-05-16,Standard,Annual,19.99,credit_card,Asia,1,
862,2024-01-06,Standard,Monthly,19.99,credit_card,North America,1,
863,2025-04-13,Standard,Monthly,19.99,paypal,Asia,1,
864,2024-11-08,Basic,Annual,9.99,bank_transfer,North America,0,2025-11-06
865,2024-07-26,Standard,Monthly,19.99,credit_card,South America,0,2025-10-29
866,2024-01-08,Standard,Monthly,19.99,apple_pay,Europe,0,2024-08-31
867,2024-11-25,Premium,Monthly,39.99,credit_card,Asia,0,2025-03-24
868,2024-08-31,Premium,Annual,39.99,paypal,North America,1,
869,2023-04-08,Premium,Monthly,39.99,bank_transfer,North America,1,
870,2025-10-01,Standard,Annual,19.99,credit_card,Asia,1,
871,2024-01-08,Standard,Monthly,19.99,credit_card,South America,1,
872,2025-04-13,Basic,Monthly,9.99,bank_transfer,Asia,1,
873,2025-08-04,Standard,Monthly,19.99,credit_card,North America,1,
874,2023-06-19,Premium,Monthly,39.99,credit_card,North America,1,
875,2024-02-02,Premium,Annual,39.99,credit_card,Europe,1,
876,2024-10-01,Standard,Monthly,19.99,paypal,North America,1,
877,2023-01-05,Premium,Monthly,39.99,paypal,Asia,1,
878,2025-05-09,Standard,Annual,19.99,paypal,North America,1,
879,2025-07-06,Standard,Annual,19.99,paypal,North America,1,
880,2023-05-06,Standard,Monthly,19.99,paypal,Asia,1,
881,2023-11-02,Standard,Monthly,19.99,credit_card,Europe,1,
882,2024-12-11,Standard,Monthly,19.99,credit_card,North America,1,
883,2024-09-03,Standard,Monthly,19.99,credit_card,North America,1,
884,2023-07-03,Standard,Annual,19.99,paypal,North America,1,
885,2024-11-22,Basic,Annual,9.99,paypal,Europe,1,
886,2025-07-15,Basic,Monthly,9.99,paypal,Europe,1,
887,2023-04-25,Basic,Annual,9.99,apple_pay,Asia,0,2025-12-03
888,2025-02-14,Premium,Monthly,39.99,paypal,Europe,1,
889,2024-03-11,Basic,Monthly,9.99,paypal,Europe,1,
890,2024-11-22,Basic,Monthly,9.99,paypal,North America,0,2025-07-24
891,2025-05-25,Standard,Monthly,19.99,credit_card,Asia,1,
892,2024-10-03,Basic,Annual,9.99,apple_pay,Europe,1,
893,2025-09-19,Premium,Monthly,39.99,apple_pay,Europe,1,
894,2024-07-26,Basic,Annual,9.99,credit_card,Asia,0,2025-06-29
895,2025-01-28,Basic,Monthly,9.99,bank_transfer,Europe,1,
896,2023-05-03,Basic,Monthly,9.99,apple_pay,North America,1,
897,2023-07-31,Basic,Monthly,9.99,bank_transfer,Asia,1,
898,2023-05-16,Basic,Annual,9.99,credit_card,Europe,1,
899,2024-01-08,Premium,Annual,39.99,credit_card,Oceania,1,
900,2025-02-18,Basic,Monthly,9.99,credit_card,North America,1,
901,2023-04-22,Standard,Monthly,19.99,credit_card,Asia,1,
902,2025-09-24,Standard,Monthly,19.99,paypal,North America,1,
903,2025-08-05,Basic,Monthly,9.99,paypal,Europe,1,
904,2025-08-16,Basic,Monthly,9.99,credit_card,North America,1,
905,2024-12-29,Standard,Monthly,19.99,paypal,Asia,0,2025-07-14
906,2024-10-22,Premium,Annual,39.99,credit_card,Asia,1,
907,2024-11-09,Standard,Monthly,19.99,bank_transfer,North America,1,
908,2024-01-02,Basic,Monthly,9.99,apple_pay,Europe,1,
909,2025-07-12,Premium,Monthly,39.99,credit_card,Europe,1,
910,2024-04-06,Premium,Monthly,39.99,credit_card,Europe,0,2024-11-24
911,2024-09-27,Standard,Annual,19.99,bank_transfer,Asia,1,
912,2023-09-06,Standard,Monthly,19.99,credit_card,North America,1,
913,2024-01-05,Premium,Annual,39.99,bank_transfer,North America,1,
914,2023-05-06,Basic,Monthly,9.99,apple_pay,North America,1,
915,2024-07-12,Basic,Monthly,9.99,apple_pay,Asia,1,
916,2023-04-01,Basic,Monthly,9.99,credit_card,Asia,1,
917,2024-08-08,Basic,Monthly,9.99,credit_card,North America,1,
918,2024-05-30,Premium,Monthly,39.99,credit_card,North America,0,2025-08-05
919,2024-03-20,Premium,Monthly,39.99,credit_card,North America,1,
920,2024-02-29,Premium,Monthly,39.99,credit_card,North America,1,
921,2025-06-13,Basic,Monthly,9.99,bank_transfer,Europe,1,
922,2025-07-03,Basic,Annual,9.99,credit_card,North America,0,2025-11-03
923,2025-09-27,Premium,Monthly,39.99,credit_card,North America,0,2025-12-18
924,2024-08-14,Standard,Monthly,19.99,apple_pay,North America,1,
925,2025-08-26,Basic,Monthly,9.99,credit_card,Asia,1,
926,2023-03-07,Premium,Annual,39.99,credit_card,North America,1,
927,2024-02-19,Basic,Annual,9.99,credit_card,Asia,1,
928,2025-06-17,Premium,Monthly,39.99,credit_card,North America,1,
929,2023-11-21,Basic,Monthly,9.99,credit_card,Europe,0,2024-07-29
930,2025-01-08,Standard,Monthly,19.99,credit_card,North America,1,
931,2023-08-15,Basic,Monthly,9.99,credit_card,North America,1,
932,2025-07-25,Standard,Annual,19.99,credit_card,South America,1,
933,2025-03-29,Standard,Monthly,19.99,credit_card,Europe,1,
934,2025-07-24,Basic,Annual,9.99,paypal,Europe,1,
935,2023-02-01,Premium,Monthly,39.99,paypal,Europe,1,
936,2024-11-08,Basic,Monthly,9.99,credit_card,Europe,1,
937,2023-01-28,Basic,Monthly,9.99,credit_card,North America,1,
938,2024-05-04,Basic,Annual,9.99,paypal,North America,1,
939,2023-08-27,Premium,Monthly,39.99,credit_card,Europe,1,
940,2025-09-17,Basic,Monthly,9.99,apple_pay,Europe,1,
941,2025-08-12,Basic,Monthly,9.99,paypal,North America,0,2025-10-24
942,2023-04-11,Basic,Annual,9.99,credit_card,Europe,1,
943,2025-02-18,Standard,Monthly,19.99,credit_card,Europe,1,
944,2025-05-25,Basic,Monthly,9.99,credit_card,Europe,1,
945,2024-12-14,Premium,Monthly,39.99,bank_transfer,North America,1,
946,2023-02-05,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-03-20
947,2024-01-17,Standard,Monthly,19.99,credit_card,South America,1,
948,2023-02-07,Premium,Monthly,39.99,credit_card,North America,1,
949,2025-07-26,Standard,Monthly,19.99,credit_card,North America,0,2025-12-18
950,2025-05-23,Standard,Monthly,19.99,bank_transfer,North America,0,2025-11-28
951,2025-08-22,Standard,Monthly,19.99,paypal,North America,1,
952,2025-09-26,Standard,Annual,19.99,credit_card,Asia,1,
953,2025-03-28,Basic,Annual,9.99,paypal,Europe,1,
954,2023-02-02,Standard,Annual,19.99,apple_pay,Oceania,1,
955,2023-07-09,Premium,Monthly,39.99,credit_card,Oceania,1,
956,2025-04-04,Basic,Annual,9.99,credit_card,Europe,1,
957,2023-04-28,Standard,Monthly,19.99,bank_transfer,South America,1,
958,2025-05-27,Standard,Annual,19.99,credit_card,Europe,1,
959,2023-06-05,Premium,Monthly,39.99,paypal,North America,1,
960,2023-06-08,Basic,Monthly,9.99,apple_pay,Europe,1,
961,2024-03-07,Basic,Monthly,9.99,credit_card,North America,1,
962,2023-10-24,Premium,Monthly,39.99,credit_card,Europe,1,
963,2025-07-18,Standard,Monthly,19.99,bank_transfer,South America,1,
964,2023-09-03,Standard,Monthly,19.99,apple_pay,Europe,1,
965,2023-04-12,Standard,Monthly,19.99,credit_card,Asia,1,
966,2024-10-26,Standard,Annual,19.99,bank_transfer,North America,1,
967,2025-02-13,Basic,Monthly,9.99,credit_card,Asia,1,
968,2025-01-04,Premium,Monthly,39.99,bank_transfer,North America,1,
969,2024-04-11,Basic,Annual,9.99,credit_card,North America,1,
970,2024-01-23,Standard,Annual,19.99,bank_transfer,North America,1,
971,2025-05-28,Basic,Monthly,9.99,credit_card,Europe,1,
972,2025-04-14,Basic,Monthly,9.99,credit_card,North America,1,
973,2024-12-06,Premium,Monthly,39.99,credit_card,Europe,1,
974,2025-04-05,Basic,Monthly,9.99,paypal,Asia,0,2025-12-14
975,2025-10-09,Basic,Monthly,9.99,credit_card,Europe,1,
976,2023-05-16,Premium,Monthly,39.99,credit_card,Europe,1,
977,2024-12-11,Standard,Annual,19.99,bank_transfer,Asia,1,
978,2025-07-08,Standard,Monthly,19.99,paypal,Asia,1,
979,2024-12-31,Basic,Monthly,9.99,paypal,Europe,1,
980,2023-11-04,Standard,Monthly,19.99,paypal,Asia,1,
981,2025-01-29,Basic,Annual,9.99,apple_pay,Asia,1,
982,2023-04-09,Premium,Monthly,39.99,credit_card,North America,1,
983,2023-08-06,Basic,Annual,9.99,credit_card,Asia,1,
984,2025-01-25,Premium,Monthly,39.99,paypal,North America,1,
985,2023-01-10,Premium,Monthly,39.99,bank_transfer,North America,1,
986,2025-02-01,Basic,Monthly,9.99,apple_pay,North America,1,
987,2024-03-11,Basic,Annual,9.99,credit_card,Europe,1,
988,2025-10-19,Basic,Monthly,9.99,bank_transfer,North America,1,
989,2024-07-03,Basic,Monthly,9.99,apple_pay,Europe,0,2025-11-22
990,2025-03-19,Premium,Monthly,39.99,credit_card,Europe,0,2025-07-31
991,2025-01-22,Standard,Monthly,19.99,credit_card,North America,0,2025-12-17
992,2024-03-03,Standard,Annual,19.99,credit_card,South America,1,
993,2023-02-26,Premium,Monthly,39.99,paypal,Asia,1,
994,2025-01-15,Premium,Monthly,39.99,credit_card,North America,1,
995,2025-07-11,Premium,Monthly,39.99,credit_card,North America,1,
996,2025-07-02,Standard,Monthly,19.99,paypal,Europe,1,
997,2025-03-10,Standard,Monthly,19.99,paypal,Europe,1,
998,2024-01-24,Premium,Annual,39.99,bank_transfer,Europe,1,
999,2023-06-05,Standard,Monthly,19.99,credit_card,Oceania,1,
1000,2023-05-22,Standard,Monthly,19.99,bank_transfer,Oceania,1,
1001,2023-06-09,Basic,Monthly,9.99,credit_card,North America,1,
1002,2025-07-06,Standard,Monthly,19.99,bank_transfer,North America,0,2025-09-29
1003,2025-10-22,Basic,Monthly,9.99,credit_card,Oceania,0,2025-12-13
1004,2024-09-01,Basic,Monthly,9.99,bank_transfer,North America,0,2025-01-05
1005,2024-08-15,Premium,Monthly,39.99,paypal,North America,1,
1006,2024-07-22,Basic,Annual,9.99,paypal,Asia,1,
1007,2025-02-02,Standard,Monthly,19.99,credit_card,Asia,1,
1008,2023-03-05,Standard,Monthly,19.99,credit_card,North America,1,
1009,2023-03-28,Premium,Monthly,39.99,paypal,Europe,1,
1010,2023-10-22,Premium,Annual,39.99,credit_card,North America,1,
1011,2023-05-01,Basic,Annual,9.99,bank_transfer,Europe,1,
1012,2024-01-07,Basic,Monthly,9.99,paypal,Europe,0,2025-07-12
1013,2025-06-07,Premium,Monthly,39.99,credit_card,Europe,1,
1014,2023-04-27,Basic,Monthly,9.99,apple_pay,South America,1,
1015,2024-10-15,Standard,Monthly,19.99,bank_transfer,Asia,1,
1016,2024-07-17,Basic,Annual,9.99,paypal,North America,1,
1017,2024-08-09,Basic,Monthly,9.99,credit_card,North America,1,
1018,2024-04-30,Basic,Annual,9.99,credit_card,Europe,1,
1019,2023-06-15,Standard,Annual,19.99,paypal,Europe,1,
1020,2024-09-20,Basic,Monthly,9.99,credit_card,North America,1,
1021,2025-03-28,Standard,Annual,19.99,paypal,Asia,1,
1022,2023-07-31,Basic,Monthly,9.99,bank_transfer,North America,1,
1023,2024-10-17,Basic,Monthly,9.99,credit_card,North America,1,
1024,2024-02-08,Standard,Monthly,19.99,credit_card,Asia,1,
1025,2023-04-17,Basic,Annual,9.99,bank_transfer,Europe,0,2024-06-17
1026,2025-10-08,Premium,Monthly,39.99,credit_card,Europe,1,
1027,2023-06-23,Basic,Monthly,9.99,paypal,Europe,1,
1028,2024-05-31,Basic,Monthly,9.99,paypal,North America,1,
1029,2023-10-15,Standard,Monthly,19.99,paypal,Europe,1,
1030,2025-08-16,Standard,Annual,19.99,credit_card,North America,1,
1031,2023-10-23,Standard,Annual,19.99,credit_card,Europe,1,
1032,2025-01-21,Standard,Monthly,19.99,credit_card,South America,1,
1033,2023-08-24,Basic,Annual,9.99,credit_card,North America,1,
1034,2025-06-27,Standard,Monthly,19.99,paypal,North America,1,
1035,2025-06-27,Premium,Monthly,39.99,credit_card,Europe,1,
1036,2024-03-08,Premium,Monthly,39.99,paypal,Europe,1,
1037,2024-01-31,Basic,Monthly,9.99,credit_card,Europe,1,
1038,2025-02-10,Standard,Annual,19.99,paypal,North America,0,2025-09-25
1039,2023-06-21,Basic,Monthly,9.99,apple_pay,Oceania,1,
1040,2024-10-13,Basic,Monthly,9.99,credit_card,North America,0,2025-04-15
1041,2025-07-08,Premium,Monthly,39.99,credit_card,Europe,1,
1042,2024-10-06,Basic,Monthly,9.99,paypal,Europe,1,
1043,2024-03-24,Basic,Monthly,9.99,credit_card,North America,1,
1044,2023-10-09,Basic,Monthly,9.99,credit_card,Asia,1,
1045,2023-03-06,Basic,Monthly,9.99,paypal,Europe,1,
1046,2024-03-06,Basic,Monthly,9.99,credit_card,South America,1,
1047,2025-10-18,Basic,Monthly,9.99,paypal,North America,1,
1048,2024-08-06,Standard,Annual,19.99,apple_pay,North America,1,
1049,2023-09-20,Standard,Annual,19.99,bank_transfer,North America,1,
1050,2024-07-09,Standard,Annual,19.99,bank_transfer,Europe,1,
1051,2024-05-23,Basic,Annual,9.99,credit_card,Oceania,1,
1052,2025-10-12,Standard,Monthly,19.99,paypal,Asia,1,
1053,2023-04-08,Basic,Annual,9.99,credit_card,Europe,1,
1054,2023-06-18,Standard,Annual,19.99,paypal,Asia,1,
1055,2023-04-24,Basic,Monthly,9.99,paypal,Europe,1,
1056,2023-08-16,Basic,Annual,9.99,credit_card,North America,1,
1057,2024-03-14,Standard,Monthly,19.99,credit_card,Europe,1,
1058,2023-07-04,Basic,Monthly,9.99,apple_pay,Europe,1,
1059,2025-10-04,Standard,Annual,19.99,apple_pay,Oceania,1,
1060,2025-08-12,Basic,Monthly,9.99,paypal,North America,0,2025-09-26
1061,2025-05-27,Basic,Annual,9.99,paypal,Asia,1,
1062,2023-06-17,Premium,Annual,39.99,paypal,South America,1,
1063,2025-02-12,Premium,Monthly,39.99,bank_transfer,North America,1,
1064,2025-10-31,Premium,Monthly,39.99,paypal,North America,1,
1065,2024-05-25,Basic,Monthly,9.99,paypal,Oceania,1,
1066,2023-01-21,Basic,Monthly,9.99,paypal,North America,1,
1067,2024-04-30,Basic,Monthly,9.99,credit_card,North America,1,
1068,2025-05-13,Standard,Annual,19.99,apple_pay,Europe,1,
1069,2024-11-27,Basic,Annual,9.99,apple_pay,North America,1,
1070,2024-11-29,Premium,Monthly,39.99,credit_card,Europe,0,2025-03-30
1071,2024-10-01,Basic,Monthly,9.99,credit_card,North America,0,2025-02-15
1072,2025-01-22,Basic,Annual,9.99,paypal,South America,1,
1073,2025-02-16,Standard,Monthly,19.99,credit_card,Europe,1,
1074,2023-07-30,Premium,Monthly,39.99,apple_pay,Asia,1,
1075,2025-03-26,Basic,Monthly,9.99,bank_transfer,Asia,0,2025-07-31
1076,2023-04-03,Standard,Monthly,19.99,bank_transfer,Asia,1,
1077,2023-12-02,Basic,Monthly,9.99,credit_card,North America,1,
1078,2023-01-20,Basic,Monthly,9.99,credit_card,Europe,1,
1079,2024-03-23,Premium,Monthly,39.99,paypal,Europe,1,
1080,2023-09-02,Basic,Monthly,9.99,credit_card,Europe,0,2024-12-12
1081,2023-07-25,Premium,Monthly,39.99,apple_pay,North America,1,
1082,2024-07-14,Standard,Monthly,19.99,credit_card,Europe,1,
1083,2024-02-16,Basic,Monthly,9.99,paypal,North America,1,
1084,2024-08-21,Basic,Annual,9.99,paypal,North America,1,
1085,2023-06-16,Standard,Monthly,19.99,paypal,Oceania,1,
1086,2024-03-12,Premium,Annual,39.99,credit_card,North America,1,
1087,2024-11-14,Standard,Annual,19.99,apple_pay,Europe,1,
1088,2023-10-20,Basic,Monthly,9.99,paypal,Asia,1,
1089,2024-03-04,Basic,Monthly,9.99,apple_pay,South America,1,
1090,2024-11-30,Standard,Monthly,19.99,credit_card,Europe,1,
1091,2023-11-16,Basic,Monthly,9.99,paypal,North America,1,
1092,2024-04-07,Premium,Monthly,39.99,bank_transfer,Asia,1,
1093,2023-01-03,Basic,Monthly,9.99,apple_pay,Europe,1,
1094,2024-09-11,Basic,Monthly,9.99,paypal,Asia,1,
1095,2023-03-17,Premium,Monthly,39.99,paypal,Asia,1,
1096,2025-01-20,Basic,Monthly,9.99,credit_card,Europe,0,2025-10-23
1097,2025-10-05,Basic,Annual,9.99,credit_card,North America,1,
1098,2023-07-03,Standard,Annual,19.99,credit_card,Europe,1,
1099,2024-06-20,Basic,Annual,9.99,bank_transfer,Europe,1,
1100,2024-05-20,Basic,Annual,9.99,paypal,Europe,1,
1101,2024-05-18,Standard,Monthly,19.99,credit_card,South America,1,
1102,2023-09-09,Premium,Annual,39.99,paypal,North America,0,2025-03-29
1103,2024-02-27,Standard,Annual,19.99,credit_card,Asia,0,2025-11-20
1104,2024-04-27,Standard,Annual,19.99,credit_card,Europe,1,
1105,2024-02-06,Basic,Monthly,9.99,credit_card,South America,1,
1106,2025-04-04,Basic,Monthly,9.99,credit_card,North America,1,
1107,2025-01-29,Standard,Annual,19.99,paypal,North America,1,
1108,2024-11-13,Standard,Monthly,19.99,bank_transfer,Europe,1,
1109,2024-04-30,Standard,Monthly,19.99,credit_card,North America,1,
1110,2025-10-06,Standard,Monthly,19.99,credit_card,Asia,1,
1111,2023-01-31,Basic,Monthly,9.99,credit_card,South America,1,
1112,2024-03-05,Premium,Monthly,39.99,credit_card,Europe,1,
1113,2025-03-27,Standard,Monthly,19.99,apple_pay,Europe,1,
1114,2025-02-27,Premium,Monthly,39.99,credit_card,Asia,1,
1115,2025-09-06,Basic,Monthly,9.99,credit_card,North America,0,2025-12-04
1116,2025-05-22,Standard,Monthly,19.99,credit_card,Asia,0,2025-07-18
1117,2025-01-19,Standard,Annual,19.99,bank_transfer,Asia,1,
1118,2024-06-05,Basic,Annual,9.99,apple_pay,South America,1,
1119,2024-12-28,Premium,Monthly,39.99,credit_card,North America,1,
1120,2025-04-02,Basic,Monthly,9.99,credit_card,South America,0,2025-06-21
1121,2023-04-02,Standard,Monthly,19.99,credit_card,North America,0,2024-06-22
1122,2023-12-30,Standard,Annual,19.99,bank_transfer,North America,1,
1123,2024-12-06,Standard,Monthly,19.99,credit_card,Europe,1,
1124,2023-07-16,Premium,Monthly,39.99,paypal,North America,1,
1125,2023-09-01,Standard,Monthly,19.99,bank_transfer,North America,1,
1126,2023-11-08,Basic,Monthly,9.99,credit_card,North America,1,
1127,2024-06-05,Premium,Monthly,39.99,paypal,South America,1,
1128,2023-01-05,Standard,Monthly,19.99,credit_card,Europe,1,
1129,2025-08-01,Premium,Annual,39.99,bank_transfer,Asia,1,
1130,2024-11-14,Standard,Monthly,19.99,credit_card,Europe,1,
1131,2024-06-13,Basic,Monthly,9.99,apple_pay,Europe,1,
1132,2023-09-26,Basic,Monthly,9.99,credit_card,Europe,1,
1133,2025-09-23,Basic,Monthly,9.99,credit_card,Asia,1,
1134,2024-07-27,Premium,Monthly,39.99,credit_card,North America,1,
1135,2024-05-10,Basic,Annual,9.99,paypal,South America,1,
1136,2024-07-04,Basic,Annual,9.99,credit_card,North America,0,2025-01-21
1137,2023-12-07,Premium,Annual,39.99,credit_card,South America,1,
1138,2023-09-23,Standard,Monthly,19.99,paypal,Asia,0,2024-12-01
1139,2024-07-30,Standard,Annual,19.99,bank_transfer,Europe,1,
1140,2023-08-17,Standard,Monthly,19.99,paypal,Asia,1,
1141,2024-05-20,Basic,Monthly,9.99,credit_card,North America,1,
1142,2023-10-22,Basic,Monthly,9.99,bank_transfer,Asia,0,2024-12-25
1143,2023-10-06,Basic,Monthly,9.99,credit_card,North America,1,
1144,2023-02-09,Basic,Monthly,9.99,apple_pay,North America,1,
1145,2025-01-12,Standard,Monthly,19.99,paypal,North America,0,2025-05-09
1146,2023-05-09,Standard,Monthly,19.99,credit_card,Europe,1,
1147,2023-03-25,Premium,Annual,39.99,apple_pay,North America,1,
1148,2025-06-17,Basic,Annual,9.99,credit_card,Europe,1,
1149,2023-04-08,Premium,Monthly,39.99,credit_card,North America,1,
1150,2023-11-25,Basic,Monthly,9.99,credit_card,North America,0,2025-10-04
1151,2023-09-27,Standard,Monthly,19.99,credit_card,Oceania,1,
1152,2024-01-31,Premium,Annual,39.99,bank_transfer,Europe,1,
1153,2025-07-19,Standard,Monthly,19.99,paypal,Oceania,1,
1154,2023-01-17,Premium,Annual,39.99,bank_transfer,North America,1,
1155,2025-01-19,Standard,Annual,19.99,paypal,Europe,1,
1156,2024-09-10,Standard,Annual,19.99,bank_transfer,North America,1,
1157,2024-04-24,Basic,Monthly,9.99,credit_card,South America,0,2025-11-16
1158,2024-10-24,Standard,Annual,19.99,bank_transfer,Europe,0,2025-03-18
1159,2023-10-14,Premium,Monthly,39.99,credit_card,North America,1,
1160,2023-03-30,Standard,Monthly,19.99,credit_card,North America,1,
1161,2024-06-26,Premium,Monthly,39.99,paypal,North America,1,
1162,2025-03-25,Standard,Monthly,19.99,paypal,Europe,1,
1163,2024-07-01,Premium,Monthly,39.99,credit_card,Asia,1,
1164,2024-10-16,Premium,Monthly,39.99,apple_pay,Europe,1,
1165,2024-10-02,Basic,Annual,9.99,apple_pay,Oceania,1,
1166,2023-01-04,Premium,Monthly,39.99,bank_transfer,Europe,1,
1167,2023-02-16,Basic,Monthly,9.99,credit_card,Europe,1,
1168,2025-03-14,Basic,Annual,9.99,credit_card,Europe,1,
1169,2025-04-14,Standard,Monthly,19.99,credit_card,Europe,1,
1170,2025-04-28,Standard,Monthly,19.99,bank_transfer,Europe,1,
1171,2024-07-16,Basic,Monthly,9.99,bank_transfer,Asia,0,2025-05-20
1172,2023-04-12,Basic,Monthly,9.99,bank_transfer,North America,1,
1173,2025-07-02,Basic,Monthly,9.99,credit_card,North America,1,
1174,2025-09-25,Basic,Annual,9.99,credit_card,North America,1,
1175,2024-08-02,Premium,Annual,39.99,bank_transfer,Europe,1,
1176,2025-04-14,Basic,Annual,9.99,bank_transfer,North America,1,
1177,2023-04-11,Premium,Monthly,39.99,credit_card,North America,1,
1178,2025-01-02,Premium,Monthly,39.99,credit_card,Europe,1,
1179,2025-10-28,Premium,Monthly,39.99,credit_card,North America,0,2025-12-25
1180,2023-02-19,Basic,Monthly,9.99,bank_transfer,North America,1,
1181,2023-05-28,Basic,Monthly,9.99,credit_card,North America,1,
1182,2023-02-06,Standard,Monthly,19.99,paypal,Europe,0,2025-07-28
1183,2024-08-31,Standard,Monthly,19.99,bank_transfer,North America,1,
1184,2023-09-18,Premium,Monthly,39.99,credit_card,North America,1,
1185,2023-11-22,Premium,Monthly,39.99,credit_card,Europe,1,
1186,2024-10-20,Standard,Monthly,19.99,paypal,Europe,1,
1187,2023-01-29,Standard,Monthly,19.99,credit_card,Oceania,1,
1188,2024-07-26,Basic,Annual,9.99,credit_card,Oceania,0,2025-08-30
1189,2024-11-17,Standard,Monthly,19.99,credit_card,Asia,1,
1190,2023-09-25,Basic,Monthly,9.99,paypal,North America,1,
1191,2023-11-25,Basic,Monthly,9.99,paypal,Europe,1,
1192,2023-06-16,Basic,Annual,9.99,credit_card,North America,1,
1193,2025-07-30,Standard,Monthly,19.99,credit_card,Europe,1,
1194,2023-09-20,Basic,Monthly,9.99,paypal,North America,0,2025-12-31
1195,2025-02-04,Standard,Monthly,19.99,paypal,Asia,1,
1196,2025-08-04,Basic,Monthly,9.99,credit_card,Asia,1,
1197,2025-09-01,Basic,Annual,9.99,paypal,Europe,1,
1198,2025-04-26,Basic,Monthly,9.99,paypal,Europe,1,
1199,2025-08-17,Basic,Monthly,9.99,apple_pay,Europe,1,
1200,2023-02-28,Standard,Annual,19.99,paypal,North America,1,
1201,2023-01-16,Premium,Annual,39.99,apple_pay,South America,0,2025-08-05
1202,2023-03-14,Standard,Monthly,19.99,bank_transfer,Europe,1,
1203,2023-08-02,Basic,Monthly,9.99,credit_card,Europe,1,
