customer_id,signup_date,plan_type,contract_type,monthly_fee,payment_method,region,is_active,cancel_date,churn,cutoff_date,observation_window_end,tenure_days
1199,2025-08-17,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,136
1200,2023-02-28,Standard,Annual,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,1037
1201,2023-01-16,Premium,Annual,39.99,apple_pay,South America,0,2025-08-05,1,2025-08-05,2025-12-31,932
1202,2023-03-14,Standard,Monthly,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,1023
1203,2023-08-02,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,882
1204,2024-12-30,Basic,Monthly,9.99,credit_card,North America,0,2025-04-12,1,2025-04-12,2025-12-31,103
1205,2025-03-24,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,282
1206,2023-02-02,Premium,Monthly,39.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,1063
1207,2023-12-24,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,738
1208,2023-04-19,Premium,Monthly,39.99,credit_card,Europe,0,2025-05-30,1,2025-05-30,2025-12-31,772
1209,2024-09-29,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,458
1210,2024-01-12,Basic,Annual,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,719
1211,2024-09-14,Basic,Monthly,9.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,473
1212,2023-01-29,Premium,Annual,39.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,1067
1213,2024-11-11,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,415
1214,2025-06-14,Premium,Monthly,39.99,bank_transfer,North America,0,2025-12-01,1,2025-12-01,2025-12-31,170
1215,2023-08-21,Standard,Annual,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,863
1216,2024-05-19,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,591
1217,2023-09-02,Standard,Monthly,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,851
1218,2023-05-20,Standard,Monthly,19.99,paypal,Oceania,1,,0,2025-12-31,2025-12-31,956
1219,2024-02-27,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,673
1220,2024-02-24,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,676
1221,2023-06-15,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,930
1222,2025-10-21,Standard,Annual,19.99,paypal,South America,1,,0,2025-12-31,2025-12-31,71
1223,2024-03-02,Standard,Annual,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,669
1224,2023-06-01,Premium,Monthly,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,944
1225,2025-06-24,Standard,Monthly,19.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,190
1226,2023-11-15,Basic,Annual,9.99,apple_pay,North America,0,2025-05-21,1,2025-05-21,2025-12-31,553
1227,2024-03-15,Basic,Annual,9.99,apple_pay,North America,0,2025-04-11,1,2025-04-11,2025-12-31,392
1228,2025-10-20,Basic,Monthly,9.99,apple_pay,North America,0,2025-12-28,1,2025-12-28,2025-12-31,69
1229,2024-07-20,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,529
1230,2023-09-18,Basic,Monthly,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,835
1231,2023-09-27,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,826
1232,2023-03-06,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,1031
1233,2025-03-26,Premium,Monthly,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,280
1234,2024-02-10,Premium,Annual,39.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,690
1235,2024-12-27,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,369
1236,2025-02-06,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,328
1237,2025-03-13,Standard,Monthly,19.99,paypal,South America,1,,0,2025-12-31,2025-12-31,293
1238,2024-01-25,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,706
1239,2024-04-09,Basic,Monthly,9.99,paypal,Europe,0,2025-12-20,1,2025-12-20,2025-12-31,620
1240,2025-04-15,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,260
1241,2025-08-15,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,138
1242,2023-12-10,Basic,Monthly,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,752
1243,2024-08-30,Standard,Annual,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,488
1244,2024-11-28,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,398
1245,2025-10-10,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,82
1246,2023-06-22,Premium,Monthly,39.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,923
1247,2024-02-12,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,688
1248,2023-07-21,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,894
1249,2023-11-09,Standard,Monthly,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,783
1250,2023-09-16,Basic,Annual,9.99,paypal,Europe,0,2024-12-02,1,2024-12-02,2025-12-31,443
1251,2024-06-19,Premium,Monthly,39.99,apple_pay,North America,0,2025-01-10,1,2025-01-10,2025-12-31,205
1252,2024-02-11,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,689
1253,2023-06-22,Standard,Monthly,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,923
1254,2024-02-09,Premium,Annual,39.99,paypal,Oceania,1,,0,2025-12-31,2025-12-31,691
1255,2023-03-10,Basic,Monthly,9.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,1027
1256,2023-08-05,Basic,Monthly,9.99,paypal,South America,1,,0,2025-12-31,2025-12-31,879
1257,2024-12-03,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,393
1258,2025-07-11,Basic,Monthly,9.99,paypal,South America,0,2025-10-23,1,2025-10-23,2025-12-31,104
1259,2025-07-13,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,171
1260,2024-11-10,Basic,Monthly,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,416
1261,2024-12-01,Basic,Annual,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,395
1262,2025-09-30,Standard,Annual,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,92
1263,2023-09-09,Standard,Monthly,19.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,844
1264,2025-03-25,Premium,Monthly,39.99,credit_card,Europe,0,2025-10-29,1,2025-10-29,2025-12-31,218
1265,2024-03-06,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,665
1266,2025-03-29,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,277
1267,2024-05-21,Basic,Monthly,9.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,589
1268,2024-08-29,Standard,Annual,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,489
1269,2023-04-19,Premium,Monthly,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,987
1270,2024-08-28,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,490
1271,2024-04-12,Standard,Monthly,19.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,628
1272,2024-02-24,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,676
1273,2025-05-07,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,238
1274,2023-10-17,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,806
1275,2023-09-10,Standard,Monthly,19.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,843
1276,2023-02-19,Basic,Annual,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,1046
1277,2023-11-22,Basic,Monthly,9.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,770
1278,2023-12-25,Basic,Monthly,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,737
1279,2023-02-04,Standard,Monthly,19.99,apple_pay,Europe,0,2024-04-11,1,2024-04-11,2025-12-31,432
1280,2025-10-06,Standard,Annual,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,86
1281,2024-07-06,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,543
1282,2024-08-31,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,487
1283,2024-12-09,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,387
1284,2023-02-19,Standard,Annual,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1046
1285,2023-09-09,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,844
1286,2024-10-24,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,433
1287,2024-03-16,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,655
1288,2023-06-29,Premium,Annual,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,916
1289,2024-01-20,Premium,Monthly,39.99,bank_transfer,Europe,0,2025-04-22,1,2025-04-22,2025-12-31,458
1290,2023-08-02,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,882
1291,2025-05-18,Basic,Monthly,9.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,227
1292,2025-10-22,Standard,Monthly,19.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,70
1293,2024-03-29,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,642
1294,2023-02-20,Basic,Annual,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,1045
1295,2023-09-18,Basic,Monthly,9.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,835
1296,2024-03-19,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,652
1297,2025-10-25,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,67
1298,2025-03-17,Standard,Monthly,19.99,bank_transfer,Asia,0,2025-11-16,1,2025-11-16,2025-12-31,244
1299,2024-08-06,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,512
1300,2025-02-22,Basic,Monthly,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,312
1301,2024-08-01,Standard,Annual,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,517
1302,2023-02-20,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,1045
1303,2025-03-01,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,305
1304,2024-08-05,Standard,Monthly,19.99,bank_transfer,Europe,0,2025-04-12,1,2025-04-12,2025-12-31,250
1305,2023-08-24,Standard,Monthly,19.99,credit_card,Europe,0,2024-08-03,1,2024-08-03,2025-12-31,345
1306,2024-12-27,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,369
1307,2024-01-29,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,702
1308,2025-07-05,Standard,Monthly,19.99,paypal,South America,1,,0,2025-12-31,2025-12-31,179
1309,2024-01-29,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,702
1310,2023-04-08,Standard,Monthly,19.99,credit_card,Europe,0,2024-02-04,1,2024-02-04,2025-12-31,302
1311,2024-06-24,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,555
1312,2025-06-20,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,194
1313,2025-02-18,Basic,Annual,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,316
1314,2024-12-06,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,390
1315,2025-01-23,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,342
1316,2024-07-18,Premium,Monthly,39.99,credit_card,Oceania,0,2025-02-07,1,2025-02-07,2025-12-31,204
1317,2025-04-21,Standard,Monthly,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,254
1318,2025-06-14,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,200
1319,2023-12-06,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,756
1320,2025-09-26,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,96
1321,2024-03-08,Basic,Monthly,9.99,credit_card,Europe,0,2024-10-23,1,2024-10-23,2025-12-31,229
1322,2025-07-31,Basic,Annual,9.99,credit_card,Asia,0,2025-12-01,1,2025-12-01,2025-12-31,123
1323,2024-07-12,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,537
1324,2023-07-24,Standard,Monthly,19.99,apple_pay,Oceania,1,,0,2025-12-31,2025-12-31,891
1325,2023-09-23,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,830
1326,2024-06-22,Standard,Monthly,19.99,bank_transfer,Europe,0,2025-09-08,1,2025-09-08,2025-12-31,443
1327,2023-12-19,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,743
1328,2025-04-01,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,274
1329,2023-06-27,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,918
1330,2025-07-12,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,172
1331,2023-07-29,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,886
1332,2025-10-17,Basic,Monthly,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,75
1333,2025-03-01,Premium,Monthly,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,305
1334,2025-05-03,Basic,Annual,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,242
1335,2024-11-24,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,402
1336,2025-04-07,Basic,Monthly,9.99,credit_card,Asia,0,2025-10-02,1,2025-10-02,2025-12-31,178
1337,2024-11-08,Premium,Annual,39.99,bank_transfer,Oceania,1,,0,2025-12-31,2025-12-31,418
1338,2024-03-04,Basic,Annual,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,667
1339,2024-03-04,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,667
1340,2023-05-09,Basic,Annual,9.99,credit_card,Europe,0,2025-02-23,1,2025-02-23,2025-12-31,656
1341,2024-03-23,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,648
1342,2025-10-13,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,79
1343,2024-02-22,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,678
1344,2023-02-06,Standard,Monthly,19.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,1059
1345,2025-02-12,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,322
1346,2025-05-14,Basic,Monthly,9.99,paypal,Europe,0,2025-12-10,1,2025-12-10,2025-12-31,210
1347,2024-02-16,Basic,Monthly,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,684
1348,2025-05-07,Premium,Monthly,39.99,credit_card,Europe,0,2025-11-09,1,2025-11-09,2025-12-31,186
1349,2025-09-13,Standard,Monthly,19.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,109
1350,2023-02-16,Basic,Monthly,9.99,credit_card,North America,0,2024-07-13,1,2024-07-13,2025-12-31,513
1351,2023-10-23,Premium,Annual,39.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,800
1352,2025-02-27,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,307
1353,2025-04-12,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,263
1354,2023-05-18,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,958
1355,2023-06-21,Premium,Monthly,39.99,credit_card,Europe,0,2024-08-20,1,2024-08-20,2025-12-31,426
1356,2024-02-27,Premium,Annual,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,673
1357,2024-08-05,Basic,Monthly,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,513
1358,2025-10-26,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,66
1359,2024-05-31,Standard,Monthly,19.99,paypal,Europe,0,2025-07-27,1,2025-07-27,2025-12-31,422
1360,2024-01-31,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,700
1361,2023-05-29,Basic,Annual,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,947
1362,2024-09-23,Basic,Monthly,9.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,464
1363,2024-06-03,Standard,Monthly,19.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,576
1364,2024-02-22,Premium,Monthly,39.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,678
1365,2025-01-02,Basic,Monthly,9.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,363
1366,2024-07-09,Premium,Monthly,39.99,credit_card,North America,0,2025-10-08,1,2025-10-08,2025-12-31,456
1367,2023-11-02,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,790
1368,2025-07-31,Basic,Annual,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,153
1369,2024-09-21,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,466
1370,2024-10-24,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,433
1371,2024-11-18,Premium,Monthly,39.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,408
1372,2023-11-02,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,790
1373,2024-02-11,Basic,Monthly,9.99,apple_pay,North America,0,2025-02-17,1,2025-02-17,2025-12-31,372
1374,2024-03-09,Standard,Annual,19.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,662
1375,2025-04-28,Premium,Annual,39.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,247
1376,2023-08-08,Basic,Monthly,9.99,paypal,North America,0,2024-04-28,1,2024-04-28,2025-12-31,264
1377,2024-12-03,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,393
1378,2023-04-18,Basic,Monthly,9.99,credit_card,North America,0,2024-05-22,1,2024-05-22,2025-12-31,400
1379,2023-03-19,Basic,Annual,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1018
1380,2023-12-16,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,746
1381,2025-02-11,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,323
1382,2023-10-21,Basic,Monthly,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,802
1383,2025-06-02,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,212
1384,2025-05-25,Premium,Monthly,39.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,220
1385,2025-03-29,Premium,Monthly,39.99,paypal,North America,0,2025-10-19,1,2025-10-19,2025-12-31,204
1386,2025-07-11,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,173
1387,2024-06-06,Basic,Monthly,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,573
1388,2025-03-21,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,285
1389,2025-07-08,Standard,Annual,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,176
1390,2025-10-24,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,68
1391,2023-11-29,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,763
1392,2023-02-08,Standard,Monthly,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,1057
1393,2023-01-03,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,1093
1394,2024-09-29,Standard,Annual,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,458
1395,2023-09-12,Basic,Monthly,9.99,credit_card,Europe,0,2024-12-14,1,2024-12-14,2025-12-31,459
1396,2024-03-26,Basic,Monthly,9.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,645
1397,2025-02-11,Basic,Annual,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,323
1398,2025-02-20,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,314
1399,2023-05-02,Premium,Annual,39.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,974
1400,2024-11-27,Basic,Annual,9.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,399
1401,2023-08-31,Basic,Annual,9.99,paypal,South America,1,,0,2025-12-31,2025-12-31,853
1402,2025-07-04,Standard,Annual,19.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,180
1403,2023-02-21,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1044
1404,2024-10-20,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,437
1405,2024-09-09,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,478
1406,2023-01-16,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1080
1407,2025-07-19,Premium,Monthly,39.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,165
1408,2024-01-28,Premium,Monthly,39.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,703
1409,2024-02-14,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,686
1410,2023-05-13,Basic,Monthly,9.99,bank_transfer,Asia,0,2024-06-14,1,2024-06-14,2025-12-31,398
1411,2025-05-20,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,225
1412,2024-04-16,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,624
1413,2023-06-11,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,934
1414,2025-06-22,Premium,Annual,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,192
1415,2025-07-26,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,158
1416,2023-01-23,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,1073
1417,2024-10-05,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,452
1418,2025-10-17,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,75
1419,2024-03-14,Standard,Monthly,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,657
1420,2024-03-21,Standard,Monthly,19.99,apple_pay,Europe,0,2025-06-22,1,2025-06-22,2025-12-31,458
1421,2025-09-26,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,96
1422,2025-02-02,Standard,Annual,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,332
1423,2025-06-03,Standard,Monthly,19.99,apple_pay,North America,0,2025-09-16,1,2025-09-16,2025-12-31,105
1424,2023-09-18,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,835
1425,2024-05-17,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,593
1426,2025-10-21,Standard,Monthly,19.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,71
1427,2023-08-12,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,872
1428,2023-11-06,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,786
1429,2024-10-28,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,429
1430,2025-01-11,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,354
1431,2024-02-14,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-08-30,1,2025-08-30,2025-12-31,563
1432,2024-03-05,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,666
1433,2024-06-15,Standard,Annual,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,564
1434,2023-10-27,Standard,Monthly,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,796
1435,2025-09-25,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,97
1436,2025-04-30,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,245
1437,2024-03-16,Basic,Monthly,9.99,paypal,North America,0,2025-07-22,1,2025-07-22,2025-12-31,493
1438,2023-04-26,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,980
1439,2023-09-12,Premium,Monthly,39.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,841
1440,2024-02-16,Standard,Monthly,19.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,684
1441,2024-09-17,Standard,Monthly,19.99,credit_card,North America,0,2025-10-10,1,2025-10-10,2025-12-31,388
1442,2023-01-24,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,1072
1443,2025-05-20,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,225
1444,2024-02-28,Premium,Monthly,39.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,672
1445,2023-07-09,Basic,Annual,9.99,paypal,North America,0,2025-02-01,1,2025-02-01,2025-12-31,573
1446,2024-09-22,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,465
1447,2024-04-20,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,620
1448,2024-06-11,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,568
1449,2024-05-08,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,602
1450,2023-11-01,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,791
1451,2024-10-21,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,436
1452,2025-10-22,Standard,Monthly,19.99,bank_transfer,North America,0,2025-12-22,1,2025-12-22,2025-12-31,61
1453,2024-02-16,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,684
1454,2025-06-04,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,210
1455,2023-01-02,Premium,Monthly,39.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,1094
1456,2025-06-13,Premium,Monthly,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,201
1457,2025-03-06,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,300
1458,2023-11-17,Premium,Monthly,39.99,paypal,Oceania,1,,0,2025-12-31,2025-12-31,775
